Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
United States of America,2007,Total,Both Sexes,Pasadena (TX),City proper,Estimate - de jure,"Final figure, complete",2008,146518,"215,216"
United States of America,2007,Total,Both Sexes,Paterson (NJ),City proper,Estimate - de jure,"Final figure, complete",2008,146545,"215,216"
United States of America,2007,Total,Both Sexes,Pembroke Pines (FL),City proper,Estimate - de jure,"Final figure, complete",2008,146828,"215,216"
United States of America,2007,Total,Both Sexes,Peoria (AZ),City proper,Estimate - de jure,"Final figure, complete",2008,146743,"215,216"
United States of America,2007,Total,Both Sexes,Peoria (IL),City proper,Estimate - de jure,"Final figure, complete",2008,113546,"215,216"
United States of America,2007,Total,Both Sexes,Philadelphia (PA),City proper,Estimate - de jure,"Final figure, complete",2008,1449634,"215,216"
United States of America,2007,Total,Both Sexes,Phoenix (AZ),City proper,Estimate - de jure,"Final figure, complete",2008,1552259,"215,216"
United States of America,2007,Total,Both Sexes,Pittsburgh (PA),City proper,Estimate - de jure,"Final figure, complete",2008,311218,"215,216"
United States of America,2007,Total,Both Sexes,Plano (TX),City proper,Estimate - de jure,"Final figure, complete",2008,260796,"215,216"
United States of America,2007,Total,Both Sexes,Pomona (CA),City proper,Estimate - de jure,"Final figure, complete",2008,152631,"215,216"
United States of America,2007,Total,Both Sexes,Pompano Beach (FL),City proper,Estimate - de jure,"Final figure, complete",2008,102745,"215,216"
United States of America,2007,Total,Both Sexes,Port St. Lucie (FL),City proper,Estimate - de jure,"Final figure, complete",2008,151391,"215,216"
United States of America,2007,Total,Both Sexes,Portland (OR),City proper,Estimate - de jure,"Final figure, complete",2008,550396,"215,216"
United States of America,2007,Total,Both Sexes,Portsmouth (VA),City proper,Estimate - de jure,"Final figure, complete",2008,101967,"215,216"
United States of America,2007,Total,Both Sexes,Providence (RI),City proper,Estimate - de jure,"Final figure, complete",2008,172459,"215,216"
United States of America,2007,Total,Both Sexes,Provo (UT),City proper,Estimate - de jure,"Final figure, complete",2008,117592,"215,216"
United States of America,2007,Total,Both Sexes,Pueblo (CO),City proper,Estimate - de jure,"Final figure, complete",2008,103805,"215,216"
United States of America,2007,Total,Both Sexes,Raleigh (NC),City proper,Estimate - de jure,"Final figure, complete",2008,375806,"215,216"
United States of America,2007,Total,Both Sexes,Rancho Cucamonga (CA),City proper,Estimate - de jure,"Final figure, complete",2008,170266,"215,216"
United States of America,2007,Total,Both Sexes,Reno (NV),City proper,Estimate - de jure,"Final figure, complete",2008,214853,"215,216"
United States of America,2007,Total,Both Sexes,Richmond (CA),City proper,Estimate - de jure,"Final figure, complete",2008,101454,"215,216"
United States of America,2007,Total,Both Sexes,Richmond (VA),City proper,Estimate - de jure,"Final figure, complete",2008,200123,"215,216"
United States of America,2007,Total,Both Sexes,Riverside (CA),City proper,Estimate - de jure,"Final figure, complete",2008,294437,"215,216"
United States of America,2007,Total,Both Sexes,Rochester (NY),City proper,Estimate - de jure,"Final figure, complete",2008,206759,"215,216"
United States of America,2007,Total,Both Sexes,Rockford (IL),City proper,Estimate - de jure,"Final figure, complete",2008,156596,"215,216"
United States of America,2007,Total,Both Sexes,Roseville (CA),City proper,Estimate - de jure,"Final figure, complete",2008,108759,"215,216"
United States of America,2007,Total,Both Sexes,Sacramento (CA),City proper,Estimate - de jure,"Final figure, complete",2008,460242,"215,216"
United States of America,2007,Total,Both Sexes,Salem (OR),City proper,Estimate - de jure,"Final figure, complete",2008,151913,"215,216"
United States of America,2007,Total,Both Sexes,Salinas (CA),City proper,Estimate - de jure,"Final figure, complete",2008,143517,"215,216"
United States of America,2007,Total,Both Sexes,Salt Lake City (UT),City proper,Estimate - de jure,"Final figure, complete",2008,180651,"215,216"
United States of America,2007,Total,Both Sexes,San Antonio (TX),City proper,Estimate - de jure,"Final figure, complete",2008,1328984,"215,216"
United States of America,2007,Total,Both Sexes,San Bernardino (CA),City proper,Estimate - de jure,"Final figure, complete",2008,199285,"215,216"
United States of America,2007,Total,Both Sexes,San Buenaventura (CA),City proper,Estimate - de jure,"Final figure, complete",2008,103219,"215,216"
United States of America,2007,Total,Both Sexes,San Diego (CA),City proper,Estimate - de jure,"Final figure, complete",2008,1266731,"215,216"
United States of America,2007,Total,Both Sexes,San Francisco (CA),City proper,Estimate - de jure,"Final figure, complete",2008,764976,"215,216"
United States of America,2007,Total,Both Sexes,San Jose (CA),City proper,Estimate - de jure,"Final figure, complete",2008,939899,"215,216"
United States of America,2007,Total,Both Sexes,Santa Ana (CA),City proper,Estimate - de jure,"Final figure, complete",2008,339555,"215,216"
United States of America,2007,Total,Both Sexes,Santa Clara (CA),City proper,Estimate - de jure,"Final figure, complete",2008,109756,"215,216"
United States of America,2007,Total,Both Sexes,Santa Clarita (CA),City proper,Estimate - de jure,"Final figure, complete",2008,169951,"215,216"
United States of America,2007,Total,Both Sexes,Santa Rosa (CA),City proper,Estimate - de jure,"Final figure, complete",2008,154241,"215,216"
United States of America,2007,Total,Both Sexes,Savannah (GA),City proper,Estimate - de jure,"Final figure, complete",2008,130331,"215,216"
United States of America,2007,Total,Both Sexes,Scottsdale (AZ),City proper,Estimate - de jure,"Final figure, complete",2008,235677,"215,216"
United States of America,2007,Total,Both Sexes,Seattle (WA),City proper,Estimate - de jure,"Final figure, complete",2008,594210,"215,216"
United States of America,2007,Total,Both Sexes,Shreveport (LA),City proper,Estimate - de jure,"Final figure, complete",2008,199569,"215,216"
United States of America,2007,Total,Both Sexes,Simi Valley (CA),City proper,Estimate - de jure,"Final figure, complete",2008,120464,"215,216"
United States of America,2007,Total,Both Sexes,Sioux Falls (SD),City proper,Estimate - de jure,"Final figure, complete",2008,151505,"215,216"
United States of America,2007,Total,Both Sexes,South Bend (IN),City proper,Estimate - de jure,"Final figure, complete",2008,104069,"215,216"
United States of America,2007,Total,Both Sexes,Spokane (WA),City proper,Estimate - de jure,"Final figure, complete",2008,200975,"215,216"
United States of America,2007,Total,Both Sexes,Springfield (IL),City proper,Estimate - de jure,"Final figure, complete",2008,117090,"215,216"
United States of America,2007,Total,Both Sexes,Springfield (MA),City proper,Estimate - de jure,"Final figure, complete",2008,149938,"215,216"
United States of America,2007,Total,Both Sexes,Springfield (MO),City proper,Estimate - de jure,"Final figure, complete",2008,154777,"215,216"
United States of America,2007,Total,Both Sexes,St. Louis (MO),City proper,Estimate - de jure,"Final figure, complete",2008,350759,"215,216"
United States of America,2007,Total,Both Sexes,St. Paul (MN),City proper,Estimate - de jure,"Final figure, complete",2008,277251,"215,216"
United States of America,2007,Total,Both Sexes,St. Petersburg (FL),City proper,Estimate - de jure,"Final figure, complete",2008,246407,"215,216"
United States of America,2007,Total,Both Sexes,Stamford (CT),City proper,Estimate - de jure,"Final figure, complete",2008,118475,"215,216"
United States of America,2007,Total,Both Sexes,Sterling Heights (MI),City proper,Estimate - de jure,"Final figure, complete",2008,127349,"215,216"
United States of America,2007,Total,Both Sexes,Stockton (CA),City proper,Estimate - de jure,"Final figure, complete",2008,287245,"215,216"
United States of America,2007,Total,Both Sexes,Sunnyvale (CA),City proper,Estimate - de jure,"Final figure, complete",2008,131140,"215,216"
United States of America,2007,Total,Both Sexes,Syracuse (NY),City proper,Estimate - de jure,"Final figure, complete",2008,139079,"215,216"
United States of America,2007,Total,Both Sexes,Tacoma (WA),City proper,Estimate - de jure,"Final figure, complete",2008,196520,"215,216"
United States of America,2007,Total,Both Sexes,Tallahassee (FL),City proper,Estimate - de jure,"Final figure, complete",2008,168979,"215,216"
United States of America,2007,Total,Both Sexes,Tampa (FL),City proper,Estimate - de jure,"Final figure, complete",2008,336823,"215,216"
United States of America,2007,Total,Both Sexes,Tempe (AZ),City proper,Estimate - de jure,"Final figure, complete",2008,174091,"215,216"
United States of America,2007,Total,Both Sexes,Thornton (CO),City proper,Estimate - de jure,"Final figure, complete",2008,110880,"215,216"
United States of America,2007,Total,Both Sexes,Thousand Oaks (CA),City proper,Estimate - de jure,"Final figure, complete",2008,123349,"215,216"
United States of America,2007,Total,Both Sexes,Toledo (OH),City proper,Estimate - de jure,"Final figure, complete",2008,295029,"215,216"
United States of America,2007,Total,Both Sexes,Topeka (KS),City proper,Estimate - de jure,"Final figure, complete",2008,122642,"215,216"
United States of America,2007,Total,Both Sexes,Torrance (CA),City proper,Estimate - de jure,"Final figure, complete",2008,141420,"215,216"
United States of America,2007,Total,Both Sexes,Tucson (AZ),City proper,Estimate - de jure,"Final figure, complete",2008,525529,"215,216"
United States of America,2007,Total,Both Sexes,Tulsa (OK),City proper,Estimate - de jure,"Final figure, complete",2008,384037,"215,216"
United States of America,2007,Total,Both Sexes,Vallejo (CA),City proper,Estimate - de jure,"Final figure, complete",2008,115552,"215,216"
United States of America,2007,Total,Both Sexes,Vancouver (WA),City proper,Estimate - de jure,"Final figure, complete",2008,161436,"215,216"
United States of America,2007,Total,Both Sexes,Victorville City (CA),City proper,Estimate - de jure,"Final figure, complete",2008,107221,"215,216"
United States of America,2007,Total,Both Sexes,Virginia Beach (VA),City proper,Estimate - de jure,"Final figure, complete",2008,434743,"215,216"
United States of America,2007,Total,Both Sexes,Visalia (CA),City proper,Estimate - de jure,"Final figure, complete",2008,118603,"215,216"
United States of America,2007,Total,Both Sexes,Waco (TX),City proper,Estimate - de jure,"Final figure, complete",2008,122222,"215,216"
United States of America,2007,Total,Both Sexes,Warren (MI),City proper,Estimate - de jure,"Final figure, complete",2008,134223,"215,216"
United States of America,2007,Total,Both Sexes,WASHINGTON (DC),City proper,Estimate - de jure,"Final figure, complete",2008,588292,"215,216"
United States of America,2007,Total,Both Sexes,Waterbury (CT),City proper,Estimate - de jure,"Final figure, complete",2008,107174,"215,216"
United States of America,2007,Total,Both Sexes,West Covina (CA),City proper,Estimate - de jure,"Final figure, complete",2008,106388,"215,216"
United States of America,2007,Total,Both Sexes,West Jordan (UT),City proper,Estimate - de jure,"Final figure, complete",2008,102445,"215,216"
United States of America,2007,Total,Both Sexes,West Valley City (UT),City proper,Estimate - de jure,"Final figure, complete",2008,122374,"215,216"
United States of America,2007,Total,Both Sexes,Westminster (CO),City proper,Estimate - de jure,"Final figure, complete",2008,106195,"215,216"
United States of America,2007,Total,Both Sexes,Wichita (KS),City proper,Estimate - de jure,"Final figure, complete",2008,361420,"215,216"
United States of America,2007,Total,Both Sexes,Wichita Falls (TX),City proper,Estimate - de jure,"Final figure, complete",2008,101590,"215,216"
United States of America,2007,Total,Both Sexes,Winston-Salem (NC),City proper,Estimate - de jure,"Final figure, complete",2008,215348,"215,216"
United States of America,2007,Total,Both Sexes,Worcester (MA),City proper,Estimate - de jure,"Final figure, complete",2008,173966,"215,216"
United States of America,2007,Total,Both Sexes,Yonkers (NY),City proper,Estimate - de jure,"Final figure, complete",2008,199244,"215,216"
United States of America,2005,Total,Both Sexes,Abilene (TX),City proper,Estimate - de jure,"Final figure, complete",2005,114757,"215,216"
United States of America,2005,Total,Both Sexes,Akron (OH),City proper,Estimate - de jure,"Final figure, complete",2005,210795,"215,216"
United States of America,2005,Total,Both Sexes,Albuquerque (NM),City proper,Estimate - de jure,"Final figure, complete",2005,494236,"215,216"
United States of America,2005,Total,Both Sexes,Alexandria (VA),City proper,Estimate - de jure,"Final figure, complete",2005,135337,"215,216"
United States of America,2005,Total,Both Sexes,Allentown (PA),City proper,Estimate - de jure,"Final figure, complete",2005,106992,"215,216"
United States of America,2005,Total,Both Sexes,Amarillo (TX),City proper,Estimate - de jure,"Final figure, complete",2005,183021,"215,216"
United States of America,2005,Total,Both Sexes,Anaheim (CA),City proper,Estimate - de jure,"Final figure, complete",2005,331804,"215,216"
United States of America,2005,Total,Both Sexes,Anchorage (AK),City proper,Estimate - de jure,"Final figure, complete",2005,275043,"215,216"
United States of America,2005,Total,Both Sexes,Ann Arbor (MI),City proper,Estimate - de jure,"Final figure, complete",2005,113271,"215,216"
United States of America,2005,Total,Both Sexes,Antioch (CA),City proper,Estimate - de jure,"Final figure, complete",2005,100631,"215,216"
United States of America,2005,Total,Both Sexes,Arlington (TX),City proper,Estimate - de jure,"Final figure, complete",2005,362805,"215,216"
United States of America,2005,Total,Both Sexes,Arlington (VA),City proper,Estimate - de jure,"Final figure, complete",2005,195965,"215,216"
United States of America,2005,Total,Both Sexes,Arvada (CO),City proper,Estimate - de jure,"Final figure, complete",2005,103966,"215,216"
United States of America,2005,Total,Both Sexes,Athens (GA),City proper,Estimate - de jure,"Final figure, complete",2005,103238,"215,216"
United States of America,2005,Total,Both Sexes,Atlanta (GA),City proper,Estimate - de jure,"Final figure, complete",2005,470688,"215,216"
United States of America,2005,Total,Both Sexes,Augusta (GA),City proper,Estimate - de jure,"Final figure, complete",2005,190782,"215,216"
United States of America,2005,Total,Both Sexes,Aurora (CO),City proper,Estimate - de jure,"Final figure, complete",2005,297235,"215,216"
United States of America,2005,Total,Both Sexes,Aurora (IL),City proper,Estimate - de jure,"Final figure, complete",2005,168181,"215,216"
United States of America,2005,Total,Both Sexes,Austin (TX),City proper,Estimate - de jure,"Final figure, complete",2005,690252,"215,216"
United States of America,2005,Total,Both Sexes,Bakersfield (CA),City proper,Estimate - de jure,"Final figure, complete",2005,295536,"215,216"
United States of America,2005,Total,Both Sexes,Baltimore (MD),City proper,Estimate - de jure,"Final figure, complete",2005,635815,"215,216"
United States of America,2005,Total,Both Sexes,Baton Rouge (LA),City proper,Estimate - de jure,"Final figure, complete",2005,222064,"215,216"
United States of America,2005,Total,Both Sexes,Beaumont (TX),City proper,Estimate - de jure,"Final figure, complete",2005,111799,"215,216"
United States of America,2005,Total,Both Sexes,Bellevue (WA),City proper,Estimate - de jure,"Final figure, complete",2005,117137,"215,216"
United States of America,2005,Total,Both Sexes,Berkeley (CA),City proper,Estimate - de jure,"Final figure, complete",2005,100744,"215,216"
United States of America,2005,Total,Both Sexes,Birmingham (AL),City proper,Estimate - de jure,"Final figure, complete",2005,231483,"215,216"
United States of America,2005,Total,Both Sexes,Boise City (ID),City proper,Estimate - de jure,"Final figure, complete",2005,193161,"215,216"
United States of America,2005,Total,Both Sexes,Boston (MA),City proper,Estimate - de jure,"Final figure, complete",2005,559034,"215,216"
United States of America,2005,Total,Both Sexes,Bridgeport (CT),City proper,Estimate - de jure,"Final figure, complete",2005,139008,"215,216"
United States of America,2005,Total,Both Sexes,Brownsville (TX),City proper,Estimate - de jure,"Final figure, complete",2005,167493,"215,216"
United States of America,2005,Total,Both Sexes,Buffalo (NY),City proper,Estimate - de jure,"Final figure, complete",2005,279745,"215,216"
United States of America,2005,Total,Both Sexes,Burbank (CA),City proper,Estimate - de jure,"Final figure, complete",2005,104108,"215,216"
United States of America,2005,Total,Both Sexes,Cambridge (MA),City proper,Estimate - de jure,"Final figure, complete",2005,100135,"215,216"
United States of America,2005,Total,Both Sexes,Cape Coral (FL),City proper,Estimate - de jure,"Final figure, complete",2005,140010,"215,216"
United States of America,2005,Total,Both Sexes,Carrollton (TX),City proper,Estimate - de jure,"Final figure, complete",2005,118870,"215,216"
United States of America,2005,Total,Both Sexes,Cary (NC),City proper,Estimate - de jure,"Final figure, complete",2005,106439,"215,216"
United States of America,2005,Total,Both Sexes,Cedar Rapids (IA),City proper,Estimate - de jure,"Final figure, complete",2005,123119,"215,216"
United States of America,2005,Total,Both Sexes,Chandler (AZ),City proper,Estimate - de jure,"Final figure, complete",2005,234939,"215,216"
United States of America,2005,Total,Both Sexes,Charleston (SC),City proper,Estimate - de jure,"Final figure, complete",2005,106712,"215,216"
United States of America,2005,Total,Both Sexes,Charlotte (NC),City proper,Estimate - de jure,"Final figure, complete",2005,610949,"215,216"
United States of America,2005,Total,Both Sexes,Chattanooga (TN),City proper,Estimate - de jure,"Final figure, complete",2005,154762,"215,216"
United States of America,2005,Total,Both Sexes,Chesapeake (VA),City proper,Estimate - de jure,"Final figure, complete",2005,218968,"215,216"
United States of America,2005,Total,Both Sexes,Chicago (IL),City proper,Estimate - de jure,"Final figure, complete",2005,2842518,"215,216"
United States of America,2005,Total,Both Sexes,Chula Vista (CA),City proper,Estimate - de jure,"Final figure, complete",2005,210497,"215,216"
United States of America,2005,Total,Both Sexes,Cincinnati (OH),City proper,Estimate - de jure,"Final figure, complete",2005,308728,"215,216"
United States of America,2005,Total,Both Sexes,Clarksville (TN),City proper,Estimate - de jure,"Final figure, complete",2005,112878,"215,216"
United States of America,2005,Total,Both Sexes,Clearwater (FL),City proper,Estimate - de jure,"Final figure, complete",2005,108687,"215,216"
United States of America,2005,Total,Both Sexes,Cleveland (OH),City proper,Estimate - de jure,"Final figure, complete",2005,452208,"215,216"
United States of America,2005,Total,Both Sexes,Colorado Springs (CO),City proper,Estimate - de jure,"Final figure, complete",2005,369815,"215,216"
United States of America,2005,Total,Both Sexes,Columbia (SC),City proper,Estimate - de jure,"Final figure, complete",2005,117088,"215,216"
United States of America,2005,Total,Both Sexes,Columbus (GA),City proper,Estimate - de jure,"Final figure, complete",2005,185271,"215,216"
United States of America,2005,Total,Both Sexes,Columbus (OH),City proper,Estimate - de jure,"Final figure, complete",2005,730657,"215,216"
United States of America,2005,Total,Both Sexes,Concord (CA),City proper,Estimate - de jure,"Final figure, complete",2005,123252,"215,216"
United States of America,2005,Total,Both Sexes,Coral Springs (FL),City proper,Estimate - de jure,"Final figure, complete",2005,128804,"215,216"
United States of America,2005,Total,Both Sexes,Corona (CA),City proper,Estimate - de jure,"Final figure, complete",2005,149387,"215,216"
United States of America,2005,Total,Both Sexes,Corpus Christi (TX),City proper,Estimate - de jure,"Final figure, complete",2005,283474,"215,216"
United States of America,2005,Total,Both Sexes,Costa Mesa (CA),City proper,Estimate - de jure,"Final figure, complete",2005,109830,"215,216"
United States of America,2005,Total,Both Sexes,Dallas (TX),City proper,Estimate - de jure,"Final figure, complete",2005,1213825,"215,216"
United States of America,2005,Total,Both Sexes,Daly City (CA),City proper,Estimate - de jure,"Final figure, complete",2005,100339,"215,216"
United States of America,2005,Total,Both Sexes,Dayton (OH),City proper,Estimate - de jure,"Final figure, complete",2005,158873,"215,216"
United States of America,2005,Total,Both Sexes,Denton (TX),City proper,Estimate - de jure,"Final figure, complete",2005,104153,"215,216"
United States of America,2005,Total,Both Sexes,Denver (CO),City proper,Estimate - de jure,"Final figure, complete",2005,557917,"215,216"
United States of America,2005,Total,Both Sexes,Des Moines (IA),City proper,Estimate - de jure,"Final figure, complete",2005,194163,"215,216"
United States of America,2005,Total,Both Sexes,Detroit (MI),City proper,Estimate - de jure,"Final figure, complete",2005,886671,"215,216"
United States of America,2005,Total,Both Sexes,Downey (CA),City proper,Estimate - de jure,"Final figure, complete",2005,109718,"215,216"
United States of America,2005,Total,Both Sexes,Durham (NC),City proper,Estimate - de jure,"Final figure, complete",2005,204845,"215,216"
United States of America,2005,Total,Both Sexes,El Monte (CA),City proper,Estimate - de jure,"Final figure, complete",2005,122513,"215,216"
United States of America,2005,Total,Both Sexes,El Paso (TX),City proper,Estimate - de jure,"Final figure, complete",2005,598590,"215,216"
United States of America,2005,Total,Both Sexes,Elizabeth (NJ),City proper,Estimate - de jure,"Final figure, complete",2005,125809,"215,216"
United States of America,2005,Total,Both Sexes,Elk Grove (CA),City proper,Estimate - de jure,"Final figure, complete",2005,112338,"215,216"
United States of America,2005,Total,Both Sexes,Erie (PA),City proper,Estimate - de jure,"Final figure, complete",2005,102612,"215,216"
United States of America,2005,Total,Both Sexes,Escondido (CA),City proper,Estimate - de jure,"Final figure, complete",2005,134085,"215,216"
United States of America,2005,Total,Both Sexes,Eugene (OR),City proper,Estimate - de jure,"Final figure, complete",2005,144515,"215,216"
United States of America,2005,Total,Both Sexes,Evansville (IN),City proper,Estimate - de jure,"Final figure, complete",2005,115918,"215,216"
United States of America,2005,Total,Both Sexes,Fairfield (CA),City proper,Estimate - de jure,"Final figure, complete",2005,104476,"215,216"
United States of America,2005,Total,Both Sexes,Fayetteville (NC),City proper,Estimate - de jure,"Final figure, complete",2005,129928,"215,216"
United States of America,2005,Total,Both Sexes,Flint (MI),City proper,Estimate - de jure,"Final figure, complete",2005,118551,"215,216"
United States of America,2005,Total,Both Sexes,Fontana (CA),City proper,Estimate - de jure,"Final figure, complete",2005,163860,"215,216"
United States of America,2005,Total,Both Sexes,Fort Collins (CO),City proper,Estimate - de jure,"Final figure, complete",2005,128026,"215,216"
United States of America,2005,Total,Both Sexes,Fort Lauderdale (FL),City proper,Estimate - de jure,"Final figure, complete",2005,167380,"215,216"
United States of America,2005,Total,Both Sexes,Fort Wayne (IN),City proper,Estimate - de jure,"Final figure, complete",2005,223341,"215,216"
United States of America,2005,Total,Both Sexes,Fort Worth (TX),City proper,Estimate - de jure,"Final figure, complete",2005,624067,"215,216"
United States of America,2005,Total,Both Sexes,Fremont (CA),City proper,Estimate - de jure,"Final figure, complete",2005,200468,"215,216"
United States of America,2005,Total,Both Sexes,Fresno (CA),City proper,Estimate - de jure,"Final figure, complete",2005,461116,"215,216"
United States of America,2005,Total,Both Sexes,Fullerton (CA),City proper,Estimate - de jure,"Final figure, complete",2005,132787,"215,216"
United States of America,2005,Total,Both Sexes,Gainesville (FL),City proper,Estimate - de jure,"Final figure, complete",2005,108184,"215,216"
United States of America,2005,Total,Both Sexes,Garden Grove (CA),City proper,Estimate - de jure,"Final figure, complete",2005,166075,"215,216"
United States of America,2005,Total,Both Sexes,Garland (TX),City proper,Estimate - de jure,"Final figure, complete",2005,216346,"215,216"
United States of America,2005,Total,Both Sexes,Gilbert (AZ),City proper,Estimate - de jure,"Final figure, complete",2005,173989,"215,216"
United States of America,2005,Total,Both Sexes,Glendale (AZ),City proper,Estimate - de jure,"Final figure, complete",2005,239435,"215,216"
United States of America,2005,Total,Both Sexes,Glendale (CA),City proper,Estimate - de jure,"Final figure, complete",2005,200065,"215,216"
United States of America,2005,Total,Both Sexes,Grand Prairie (TX),City proper,Estimate - de jure,"Final figure, complete",2005,144337,"215,216"
United States of America,2005,Total,Both Sexes,Grand Rapids (MI),City proper,Estimate - de jure,"Final figure, complete",2005,193780,"215,216"
United States of America,2005,Total,Both Sexes,Green Bay (WI),City proper,Estimate - de jure,"Final figure, complete",2005,101203,"215,216"
United States of America,2005,Total,Both Sexes,Greensboro (NC),City proper,Estimate - de jure,"Final figure, complete",2005,231962,"215,216"
United States of America,2005,Total,Both Sexes,Hampton (VA),City proper,Estimate - de jure,"Final figure, complete",2005,145579,"215,216"
United States of America,2005,Total,Both Sexes,Hartford (CT),City proper,Estimate - de jure,"Final figure, complete",2005,124397,"215,216"
United States of America,2005,Total,Both Sexes,Hayward (CA),City proper,Estimate - de jure,"Final figure, complete",2005,140293,"215,216"
United States of America,2005,Total,Both Sexes,Henderson (NV),City proper,Estimate - de jure,"Final figure, complete",2005,232146,"215,216"
United States of America,2005,Total,Both Sexes,Hialeah (FL),City proper,Estimate - de jure,"Final figure, complete",2005,220485,"215,216"
United States of America,2005,Total,Both Sexes,Hollywood (FL),City proper,Estimate - de jure,"Final figure, complete",2005,145629,"215,216"
United States of America,2005,Total,Both Sexes,Urban Honolulu (HI),City proper,Estimate - de jure,"Final figure, complete",2005,377379,"215,216"
United States of America,2005,Total,Both Sexes,Houston (TX),City proper,Estimate - de jure,"Final figure, complete",2005,2016582,"215,216"
United States of America,2005,Total,Both Sexes,Huntington Beach (CA),City proper,Estimate - de jure,"Final figure, complete",2005,194457,"215,216"
United States of America,2005,Total,Both Sexes,Huntsville (AL),City proper,Estimate - de jure,"Final figure, complete",2005,166313,"215,216"
United States of America,2005,Total,Both Sexes,Independence (MO),City proper,Estimate - de jure,"Final figure, complete",2005,110208,"215,216"
United States of America,2005,Total,Both Sexes,Indianapolis (IN),City proper,Estimate - de jure,"Final figure, complete",2005,784118,"215,216"
United States of America,2005,Total,Both Sexes,Inglewood (CA),City proper,Estimate - de jure,"Final figure, complete",2005,114467,"215,216"
United States of America,2005,Total,Both Sexes,Irvine (CA),City proper,Estimate - de jure,"Final figure, complete",2005,186852,"215,216"
United States of America,2005,Total,Both Sexes,Irving (TX),City proper,Estimate - de jure,"Final figure, complete",2005,193649,"215,216"
United States of America,2005,Total,Both Sexes,Jackson (MS),City proper,Estimate - de jure,"Final figure, complete",2005,177977,"215,216"
United States of America,2005,Total,Both Sexes,Jacksonville (FL),City proper,Estimate - de jure,"Final figure, complete",2005,782623,"215,216"
United States of America,2005,Total,Both Sexes,Jersey City (NJ),City proper,Estimate - de jure,"Final figure, complete",2005,239614,"215,216"
United States of America,2005,Total,Both Sexes,Joliet (IL),City proper,Estimate - de jure,"Final figure, complete",2005,136208,"215,216"
United States of America,2005,Total,Both Sexes,Kansas City (KS),City proper,Estimate - de jure,"Final figure, complete",2005,144210,"215,216"
United States of America,2005,Total,Both Sexes,Kansas City (MO),City proper,Estimate - de jure,"Final figure, complete",2005,444965,"215,216"
United States of America,2005,Total,Both Sexes,Killeen (TX),City proper,Estimate - de jure,"Final figure, complete",2005,100233,"215,216"
United States of America,2005,Total,Both Sexes,Knoxville (TN),City proper,Estimate - de jure,"Final figure, complete",2005,180130,"215,216"
United States of America,2005,Total,Both Sexes,Lafayette (LA),City proper,Estimate - de jure,"Final figure, complete",2005,112030,"215,216"
United States of America,2005,Total,Both Sexes,Lakewood (CO),City proper,Estimate - de jure,"Final figure, complete",2005,140671,"215,216"
United States of America,2005,Total,Both Sexes,Lancaster (CA),City proper,Estimate - de jure,"Final figure, complete",2005,134032,"215,216"
United States of America,2005,Total,Both Sexes,Lansing (MI),City proper,Estimate - de jure,"Final figure, complete",2005,115518,"215,216"
United States of America,2005,Total,Both Sexes,Laredo (TX),City proper,Estimate - de jure,"Final figure, complete",2005,208754,"215,216"
United States of America,2005,Total,Both Sexes,Las Vegas (NV),City proper,Estimate - de jure,"Final figure, complete",2005,545147,"215,216"
United States of America,2005,Total,Both Sexes,Lexington-Fayette (KY),City proper,Estimate - de jure,"Final figure, complete",2005,268080,"215,216"
United States of America,2005,Total,Both Sexes,Lincoln (NE),City proper,Estimate - de jure,"Final figure, complete",2005,239213,"215,216"
United States of America,2005,Total,Both Sexes,Little Rock (AR),City proper,Estimate - de jure,"Final figure, complete",2005,184564,"215,216"
United States of America,2005,Total,Both Sexes,Long Beach (CA),City proper,Estimate - de jure,"Final figure, complete",2005,474014,"215,216"
United States of America,2005,Total,Both Sexes,Los Angeles (CA),City proper,Estimate - de jure,"Final figure, complete",2005,3844829,"215,216"
United States of America,2005,Total,Both Sexes,Louisville (KY),City proper,Estimate - de jure,"Final figure, complete",2005,556429,"215,216"
United States of America,2005,Total,Both Sexes,Lowell (MA),City proper,Estimate - de jure,"Final figure, complete",2005,103111,"215,216"
United States of America,2005,Total,Both Sexes,Lubbock (TX),City proper,Estimate - de jure,"Final figure, complete",2005,209737,"215,216"
United States of America,2005,Total,Both Sexes,Madison (WI),City proper,Estimate - de jure,"Final figure, complete",2005,221551,"215,216"
United States of America,2005,Total,Both Sexes,Manchester (NH),City proper,Estimate - de jure,"Final figure, complete",2005,109691,"215,216"
United States of America,2005,Total,Both Sexes,McAllen (TX),City proper,Estimate - de jure,"Final figure, complete",2005,123622,"215,216"
United States of America,2005,Total,Both Sexes,Memphis (TN),City proper,Estimate - de jure,"Final figure, complete",2005,672277,"215,216"
United States of America,2005,Total,Both Sexes,Mesa (AZ),City proper,Estimate - de jure,"Final figure, complete",2005,442780,"215,216"
United States of America,2005,Total,Both Sexes,Mesquite (TX),City proper,Estimate - de jure,"Final figure, complete",2005,129902,"215,216"
United States of America,2005,Total,Both Sexes,Miami (FL),City proper,Estimate - de jure,"Final figure, complete",2005,386417,"215,216"
United States of America,2005,Total,Both Sexes,Milwaukee (WI),City proper,Estimate - de jure,"Final figure, complete",2005,578887,"215,216"
